Campus,Semester Key,Semester,Level,Course Name,Course Number,Course Description,Credits,Grade,WI,E,O,H,Foun.,Div.,NI,UD,Area,Area2,Area3,Area4,Area5,Attempted Credits,GPR Credits,Earned Credits,Quality Points,Repeats,College,Instructor,Banner Comments,Academic Pathway Comments,Transfer Institution,Transfer Course Name,Transfer Course Number, Transfer Course Description,Transfer Credits,Transfer Grade,Transfer Accept
"Manoa","201510","Fall 2014","UG","BIOL","101L","Biology and Society Lab","1","CR"," "," "," "," "," ","DY"," "," ","","","","",""," "," "," "," "," ","Colleges of Arts & Sciences","unknown","X","                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ","U of Hawaii Kapiolani Comm Col","BIOL","101L","Intro to Sci: Biol Sci Lab","1","A","Y"
"Manoa","201510","Fall 2014","UG","HIST","152","World History since 1500","3","CR"," "," "," "," ","FGB"," "," "," ","FGB-GLOBAL( 2015-BS)","","","",""," "," "," "," "," ","Colleges of Arts & Sciences","unknown","X","                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ","U of Hawaii Kapiolani Comm Col","HIST","152","World History since 1500","3","A","Y"
"Manoa","201510","Fall 2014","UG","PSY","100","Survey of Psychology","3","CR"," "," "," "," "," ","DS"," "," ","DS-PSY( 2015-BS)","","","",""," "," "," "," "," ","Colleges of Arts & Sciences","unknown","X","                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ","U of Hawaii Kapiolani Comm Col","PSY","100","Survey of Psychology","3","A","Y"
"Manoa","201430","Spring 2014","UG","FAMR","230","Human Development","3","CR","WI"," "," "," "," ","DS"," "," ","","","","",""," "," "," "," "," ","Coll of Trop Ag & Human Res","unknown","X","                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ","U of Hawaii Kapiolani Comm Col","FAMR","230","WI-Human Development","3","C","Y"
"Manoa","201430","Spring 2014","UG","JPN","201","Intermediate Japanese","4","CR"," "," "," "," "," "," ","NI"," ","HSL 201( 2015-BS)","","","",""," "," "," "," "," ","Colleges of Arts & Sciences","unknown","X","                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ","U of Hawaii Kapiolani Comm Col","JPNS","201","Intermediate Japanese I","4","A","Y"
"Manoa","201430","Spring 2014","UG","OTHA","DS","Diversification:Social Science","3","CR"," "," "," "," "," ","DS"," "," ","","","","",""," "," "," "," "," ","Colleges of Arts & Sciences","unknown","X","                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ","U of Hawaii Kapiolani Comm Col","SLT","103","Language Teaching","3","A","Y"
"Manoa","201410","Fall 2013","UG","BIOL","101","Biology and Society","3","CR"," "," "," "," "," ","DB"," "," ","DB-DIV-BIOL SCI( 2015-BS)","","","",""," "," "," "," "," ","Colleges of Arts & Sciences","unknown","X","                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ","U of Hawaii Kapiolani Comm Col","BIOL","101","IntrSci:BiolSciences,S-Related","3","A","Y"
"Manoa","201410","Fall 2013","UG","JPN","102","Elementary Japanese","4","CR"," "," "," "," "," "," "," "," ","HSL 102( 2015-BS)","","","",""," "," "," "," "," ","Colleges of Arts & Sciences","unknown","X","                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ","U of Hawaii Kapiolani Comm Col","JPNS","102","Elementary Japanese II","4","A","Y"
"Manoa","201410","Fall 2013","UG","LING","102","Intro to the Study of Language","3","CR","WI"," "," "," "," ","DH"," "," ","","","","",""," "," "," "," "," ","Colleges of Arts & Sciences","unknown","X","                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ","U of Hawaii Kapiolani Comm Col","LING","102","WI-Intro to the Study of Lang","3","A","Y"
"Manoa","201410","Fall 2013","UG","COMG","251","Prin of Effective Public Spkg","3","CR"," "," "," "," "," ","DA"," "," ","DA-DIV ARTS( 2015-BS)","","","",""," "," "," "," "," ","Colleges of Arts & Sciences","unknown","X","                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ","U of Hawaii Kapiolani Comm Col","SP","251","Prin of Effective Public Spkng","3","A","Y"
"Manoa","201330","Spring 2013","UG","ENG","100","Composition I","3","CR"," "," "," "," ","FW"," "," "," ","FW-WRITTEN COMM( 2015-BS)","","","",""," "," "," "," "," ","Colleges of Arts & Sciences","unknown","X","                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ","U of Hawaii Kapiolani Comm Col","ENG","100","Composition I","3","B","Y"
"Manoa","201330","Spring 2013","UG","GG","103","Geology of the Hawn Islands","3","CR"," "," "," "," "," ","DP"," "," ","","","","",""," "," "," "," "," ","Sch of Ocean & Earth Sci&Tech","unknown","X","                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ","U of Hawaii Kapiolani Comm Col","GG","103","Geology of Hawaiian Islands","3","B","Y"
"Manoa","201330","Spring 2013","UG","HWST","107","Hawaii: Center of the Pacific","3","CR"," "," "," ","H"," ","DH"," "," ","DH-DIV HUM( 2015-BS)","","","",""," "," "," "," "," ","Sch of Hawn, Asian & Pac Stu","unknown","X","                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ","U of Hawaii Kapiolani Comm Col","HWST","107","H-Hawaii:Center of the Pacific","3","A","Y"
"Manoa","201330","Spring 2013","UG","JPN","101","Elementary Japanese","4","CR"," "," "," "," "," "," "," "," ","HSL 101( 2015-BS)","","","",""," "," "," "," "," ","Colleges of Arts & Sciences","unknown","X","                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ","U of Hawaii Kapiolani Comm Col","JPNS","101","Elementary Japanese I","4","A","Y"
"Manoa","201010","Fall 2009","UG","HIST","151","World History to 1500","3","CR"," "," "," "," ","FGA"," "," "," ","FGA-GLOBAL( 2015-BS)","","","",""," "," "," "," "," ","Colleges of Arts & Sciences","unknown","X","                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ","U of Hawaii Leeward Comm Col","HIST","151","World Civ I","3","A","Y"
"Manoa","201010","Fall 2009","UG","MATH","FS","Foundations:Symbolic Reasoning","3","CR"," "," "," "," ","FS"," "," "," ","","","","",""," "," "," "," "," ","Colleges of Arts & Sciences","unknown","X","                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ","U of Hawaii Leeward Comm Col","MATH","103","College Algebra","3","B","Y"
"Manoa","201010","Fall 2009","UG","REL","151","Rel & the Meaning of Existence","3","CR"," "," "," "," "," ","DH"," "," ","","","","",""," "," "," "," "," ","Colleges of Arts & Sciences","unknown","X","                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ","U of Hawaii Leeward Comm Col","REL","151","Meaning of Exis","3","A","Y"




